city,hotel,hotel_id,rating,review,review_date
Chennai,The Park Chennai,7947,5 stars out of 5,Room was good. Kavya and Sujeeta were nice at checkout.,"May 12, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I had a sweet and short stay here, wonderful experience here.  Sujeet is very welcoming and Kavya was very professional throughout the stay. Thanks for them.","May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I really had a amazing stay, short but sweet. Thanks to Ms kavya and sujeeta for sweet  experience during checkout","May 12, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,As always a good hotel to stay in Chennai,"May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Super,"May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,it was great and very close to the US visa consulate,"May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Comfortable stay, excellent breakfast.","May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,It took almost 15min for me to reach from 8th floor to ground and while booking they ask for smoking room and wen i reached the property they say it is smoke free property why cant u just mention before the booking.,"May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,The hotel is in a worst ever condition with flies and cockroaches in the room. The elevator doesn’t work well,"May 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"May 09, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"May 10, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,I don't like the hotel. Looking old,"May 08, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Ms sujeeta, selvan and Indra from the reception were wonderful. Helped us to check in and check out","May 08, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Great stay..Place is very clean and well maintained..staff are very polite and thanks to kavya and sujeetha  for helping with a smooth check in and out,"May 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Ms. Sujeeta and kavya were very supportive throughout my stay,"May 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,I had a comfortable stay in the hotel. Thanks to Kavya for giving an upgrade for my room.,"May 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Was easy to come back and rest after a long day at work,"May 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Thankyou for making me feel at home away from home .,"May 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"When I go to a hotel I am looking for comfort, hygiene and prompt service. I was there for a business requirement hence used the hotel only during night time. And couldn't have asked for a more comfortable room with prompt service when I required it. The staff was courteous and thoughtful and the room well designed. Thank you!","May 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,A PLEASENT STAY,"May 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I had a comfortable stay at the park hotel, thanks to Ms Kavya, she was amazing with her professionalcheckout from front desk","May 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good experience,"May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Room service is terrible that you have to wait atleast 2 hours to get the request done. And the lightning of the room isn’t great honestly,"May 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Sujeeta and kavya were helpful,"May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Sujeeta and kavya were helping enough to accommodate. 
Thanks for the service","May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,First time felt confused by the booking with AGODA on the rates offered which doesnt tally with instructions recieved by the property and later on resolved after few hours .,"May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Nice Stay, good staff, Nice food, clean and hygenic.
Over all good package","May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Love the breakfast. Fresh cook dosai and rotis. Wide selection. Great customer services. Need to upgrade some facilities, maybe abit dated.","May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Outside mirror of the room was very dirty. Corridor Carpets were smelling,"May 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Stay was very comfortable. We really like the service hospitality of the staff specially Miss sujeeta and Kavya from the desk who helped us .,"May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Ms. Sujeeta and Mr. Sanjeev from the counter were very helpful and coordinate during our stay.
We would love comes back","May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,The Park well hosted us. The rooms were neat and tidy and the location is prime. Breakfast was good but the restaurant staff were quite overwhelmed due to short staffing. Otherwise it was a good stay and I was satisfied.,"May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Except Location nothing great. 
Just ok Room. It is very old property. Dining area is just fine.","May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Close to all places in the city.,"May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Hotel is good, very near to the US consulate. However, there were a few power cuts which lead to complete darkness for 1-2 minutes which isn't expected when you are staying at a 5star property.","May 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,It was really good stay at the park. Ms. Sujeeta and Kavya from reception were very kind to me,"May 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Hotel is old and maintenance is ok ok. Food was not at all tasty. But no Major issues also,"May 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Some accessories like showers needs to be upgraded as water flow is not uniform and spraying happens  unevenly..,"May 01, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Very good staff very helpful and good food will recommend to friends and family,"May 01, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Great ambience,"May 01, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Too small hotel , no airport pickup , no work station ..restroom was extremely old,small and dirty .Wall were tearing off and there was almost no space in toilet to sit. Resturants are gud but one time food was equivalent to 60%is room cost.No microwave in room.Room windows way too dirty to see outside .","May 01, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Building is old and the room interior is subpar. At some point, this might have been a 5 star hotel, but it doesn't feel like one.
The towels were stinky 
The only plus is that it's walkable from the US consulate","May 01, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Stayed at The Park Chennai for this weekend. Amazing hospitality, good menu options at Aqua.. Morning buffet breakfast was awesome . Leaving with a happy tummy 😊😊","April 29, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Excellent room, room service, view and vibe of the hotel aswell.","April 29, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Staff was very rude I will not suggest this hotel to anyone,"April 28, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,WONT RECOMMEND TO ANYONE,"April 29, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Had a wonderful stay,"April 28, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Very poor  and Slippery Washroom facilities for Senior citizens 

Room Food service very very slow and very very very expensive","April 28, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The Park Chennai is ideally located near US Consulate and VFS office, so it serves well for 1-2 night stay. This hotel is advertized as 5 Star, but it can not be considered as a 5 star hotel, may be 3 star.  If it aspires to be 5 Star, then it has to be real top notch quality. 

Good : 
courteous staff
breakfast platter
easy check-in process
well located

Bad : 
Old room, 
worn out furniture
Stains on floor, not well maintained 
Old LCD TV with no so well reception
Stinking Bathroom smell near reception ( there is a toilet  nearby)","April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Very convenient to travel around. Very happening area..there was 24 hours restaurant around the area. The hotel has rooftop bar. Thank you to the staff who provided us pre-packed breakfast since we had our early flight.,"April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Property is old cleanliness issue staff need to work on professionalism and hospitality. Receptionist Indra and Kavya have been extremely rude and non cooperative. For a single query they keep disturbing and calling multiple times. Telephone having glitch issues. If a person wants to rest in the day time they can’t.  repair  work happening all the time and it’s very noisy and Very Disturbing. Overcharging isn’t an issue Butw they should should maintain their quality of service amd hospitality which is very Pathetic!,"April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Was very good,"April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Overall good. Ms. Sujeeta was very help full,"April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Great stay,"April 27, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Very close to US Consulate. Highly recommend if you are either a solo or may be traveling with family it’s very clean and convenient. Front desk reception, concierge and also room services are great. Free breakfast buffet was exceptional.","April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The stay at hotel was amazing and smooth. Got early check in, thanks to Kavya and sujeeta","April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Hotel's location is prime and staff is also very polite and professional. It is just that the hotel rooms need urgent maintenance, it is currently no better than an Oyo room. Not at all worth even Rs1000. Please avoid if possible.","April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Location is best. And hotel has good  ambiance… only off is washrooms that is very old.  They told me they are going to renovate it. Overall experience is good,"April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,S,"April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Great hotel, but slightly pricey. Cleanliness, toiletries and facilities are good. 
Food at the hotel restaurants is good but overpriced.","April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Staff can be more friendly,"April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The front desk staff are polite and very friendly.  I recommend this Hotel for anyone who comes for Visa Appointment. Top notch cleanliness, food and experience.","April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"April 26, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The  stay at park hotel was amazing, kavya, selvan, Krishna, velusamy from front desk helped us a lot during our stay.","April 25, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Nice & Pleasant stay
Lavish tasty Breakfast
Thanks for your hospitality","April 25, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Overall we had a good stay.  Water pressure can be better and water drainage in bathroom was slow. Otherwise, food was good and room was comfortable.","April 25, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Clean, good staff, at prime location","April 25, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The stay was amazing…. The staff took good care of us , esp MS Kavya at the reception made sure the checking out was as smooth as possible .","April 24, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,SERVICE WAS GREAT,"April 24, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,It was great value for money,"April 23, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"even though the property was old  , its being maintained well by park group....staff is so supportive..one should not miss the breakfast.","April 23, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,The entire property is having a bad smell and some rooms are very stuffy and one cannot stay in the room as the air-conditioning is not working and there are no fans in the room. Over all the property need better maintenance.,"April 23, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Apart from the builders noise,"April 23, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Hotel very nice. Swimming pool,"April 22, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Hotel is bang opposite American Embessy,"April 22, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,MUST STAY,"April 22, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"April 22, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Not the stay I expected. The rooms are not clean enough, showers, faucets needs to be changed, the value for the money is much low. They charge you 5x more for what they provide. Needs to improve a lot for maintanence.","April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Fantastic,"April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I had my visa interview hence booked this hotel for stay, and I absolutely loved it. The cleanliness is good and staff is very helpful. Food is expensive, but many options to eat nearby","April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Thanks to the staff.,"April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Excellent stay. Centrally located.
Staff very cooperative.food is very good.","April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Ma Cathrine was attentive and super helpful from reception fantastic stay,"April 21, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Near , clean and superb hotel","April 20, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Location of the property worked very well for me as I had US Visa appointments. The property itself is well maintained. Staff is extremely courteous and helpful. Room was quite well equipped and very clean. I had the runners (small carpets) removed from my room as I felt only they were not clean. Found a cockroach one day, because my room was on same floor as one restaurant, I think that could be a source for the cockroach. Pool and gym was very well maintained. No one was available in the spa though, not on phone nor on the spa reception, so I couldn't get a massage. In room Dining options were limited, and for a single person the food with 2 portions was too much to eat, leading to wastage. Breakfast spread was great, some specific staff in the restaurant could do with a better training on cleaning the tables, not forgetting an order and attending the guests quickly though. All in all, I would choose to stay there again if I am in Chennai.","April 19, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,The property requires maintenance,"April 20, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Excellent Experience,"April 18, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Timely chek-in, soft spoking staff, value for money.","April 18, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"We are family of 3 with young child. Staff were friendly. Breakfast was good. 
Cleanliness was so bad. Not up to the standard or the price you pay. We paid for Junior suite and cleanliness was and is bad.","April 18, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Very old property… needs renovation. No longer worth 5 star rating it’s equivalent to 3 star only,"April 20, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Value for money,"April 17, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Very very bad,"April 16, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Spent a night at the Park. Stay was very good and the hospitality was great. I had a seamless check-in and check-out experience handled by Kavya and Sujeetha.,"April 17, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Excellent stay

Excellent staff particularly Ms Sujeeta","April 13, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Nice,"April 14, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Good deal for last minute booking, and also free upgraded room . Overall satisfying stay .","April 13, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,ITS VERY PLEASENT TO STAY,"April 14, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"We had a great stay with my wife and kid, enjoying the clean rooms and friendly service. The hotel was comfortable, and we felt well taken care of.","April 12, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,It is not family friendly,"April 14, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,They could speed up checkin. Both mt checkin took more than an hour,"April 10, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Reserved the hotel for a week. US consulate is a good 5 mins walking distance and the OFC is 10 mins walking distance. There are good restaurants nearby. Breakfast at the hotel is OK but they mostly serve the same dishes everyday. Front desk was really good and helpful. I extended my stay by 3 nights but was not offered a discount or good offer. There is no facility to take printouts or a computer to access internet.,"April 11, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Nice location and very clean,"April 09, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Overall the hotel facilities are good and convenient . But not so child friendly.   Air conditioner is not really cold. Bed & pillow kinda hard , hence can’t get a good sleep at night. Felt by all of us. The bath tub  should be fit with hand shower as it’s more convenient for all . Water is not hot enough , probably need to check the heater. 

Hotel at Convenient and good locations. Staff are friendly , front line to Walter parking personnel. Nice ambiance & fragrance around the hotel. 

Hope the hotel management may improve whatever necessary. Thanks","April 09, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Average hotel. The shower area is too small. The breakfast was cold.,"April 09, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Needs improvement in maintenance of bathroom,"April 09, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"GUYS JUST BE AWARE! THEY will doubt your paid, confirmed booking. Staff promises 5minutes but will dissapear without a trail! Be prepared to repeat to the next staff. Wonderful manager on duty barged in just to instruct- just book her  to a suite and charge her! This put me off completely and I AM NEVER COMING BACK TO THIS HOTEL!!!!!!!!","April 08, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The hotel belies its five star status claim. Nothing to rave about the hotel. A single dental kit, single pair of socks, two towels made us to think that the room and facilities were meant for a single occupant. We were told while checking in that our room was being ‘upgraded..’We wonder what would be the condition of an un-upgraded room. 
Bath water was leaking out of the bathroom into the adjoining area.  Toilet was tiny as tiny can be. The positive about the hotel was a good restaurant ‘Six O One’, where we had our breakfast.","April 08, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Wi Fi didn’t work proper, breakfast isn’t served with care.","April 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Given the price I paid, I expected a better experience.

The breakfast spread was acceptable, but it lacked variety and did not include a live coffee counter.

Upon checking into my room, I found that basic toiletries like soap and shampoo had not been restocked, requiring me to request them separately.

That said, the staff was exceptionally friendly and helpful.

I have had far better experiences at other places for a much lower price.","April 07, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"April 08, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Not worth it,"April 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Good,"April 06, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"We had a very comfortable experience at The Park. Special mention to Kavya from the reception desk who was very helpful, polite and friendly!","April 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Staff could do with more customer service training.
The managers are very good.","April 05, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Bathroom is old and pathetic looking. Need renovation . Exhaust fan not working. Toilet seat and space very small. Smell.,"April 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I had a wonderful stay at the Park Hotel . From the moment I arrived, the hospitality was exceptional. Kavya, in particular, was incredibly helpful and made my stay even more comfortable. She provided excellent guidance on the hotel’s amenities and local attractions. Her warm and friendly attitude made me feel truly welcomed. She was always available to assist with any requests and ensured everything was well taken care of. Her knowledge and professionalism were impressive. Thanks to her recommendations, I had a hassle-free and enjoyable experience. The hotel itself was clean, well-maintained, and had great facilities. I highly recommend this hotel, and I truly appreciate Kavya’s outstanding service. Looking forward to my next visit!","April 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"During dining you will have to wait forever for their service, dining tables will be dirty,
Last night of stay we could not sleep whole night as AC was not working and loud noise was coming from vent. 

It’s not worth the money.","April 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The property is clean, but worn down 
Amenities are barely there, for the price you pay it’s too little 
Staff is good breakfast for amazing 
Too expensive though","April 04, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,The hotel rooms needs refurbishment. The wood furniture are worn out and coming off while the walls have paint peeling  and bathroom are not practical and user friendly. It's like a hotel living in the past,"April 03, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,One of the best location to access the different part of the city.,"April 03, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Facilities could have been better
Bathroom did not have hand towels
Hair dryer was provided on request
Food menu was not available for in room dining","April 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Staff members from reception to parking are exceptional; could not have asked for better staff.  The staff went out of their way to assist us.  They were truly magnificent.  The hotel room including washroom is another story.  The room and washroom facilities are made of material that are of the lowest quality - even if the cleaning staff cleaned the facilities for 24 hours it would not change as the material used is of very cheap quality - there were only two redeeming features about the room and they were comfortable beds and drinking water in glass bottles.  The hotel needs a comprehensive renovation.,"April 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Poor stay,"April 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Interior is too old and  the bath tub not that great,"April 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Our stay was good ms cathrine and kavya from reception did a smooth checkout process. Hotel is very good at location and services, rooms are clean and spacious","April 02, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Our stay at the hotel was overall pleasant, and we appreciated the comfortable accommodations. However, we have a few suggestions that could make the experience even better for future guests. The toilet cubicle felt a bit small and tight, which could be improved for added comfort. Additionally, the draining system in the bathroom could be enhanced, as we noticed some water stagnation on the floor. The marble flooring, while elegant, felt quite cold, so perhaps a warmer alternative could be considered. Lastly, the walkway in the room was a bit narrow, especially with the addition of a round table and armchair, making it slightly challenging to navigate. Despite these minor points, we enjoyed our stay and would recommend the hotel to others. Thank you for your hospitality!","March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"1. Very loud music .in  Reception and breakfast restaurant. 
2. Very poor room ambience 
3. Very poor washroom ambience.","March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,Since I got this deal for 7500/- (one night) it was exceptional.,"March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Had a visa renewal, so went with family. The front-desk upgraded us to a luxury suite, and overall the experience was good. Some minor things dampened the mood - we got an extra bed, but the linen had tiny holes, the kettle for tea/coffe was leaking, and the WiFi speed is capped at 5 mbps (which is outrageous in this day and age, esp. when this is a 5-star hotel that charges well above $100/day). Also, there is a cap on the number of devices that can connect to the wifi from the same room, and I had to pester them multiple times to get all my family's devices connected. Apart from that, had a great stay.","March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"I had a fantastic experience at The Park Chennai! From the moment I arrived, the warm hospitality and elegant ambiance made me feel welcome. The hotel’s location is excellent, right in the heart of Chennai, making it easy to explore the city's attractions, shopping districts, and business hubs.

The rooms are spacious, well-appointed, and beautifully designed, offering a perfect blend of comfort and luxury. The bed was incredibly cozy, and the amenities, including a well-stocked minibar, plush linens, and a stylish bathroom, made my stay even more enjoyable.

One of the highlights was the hotel’s rooftop pool and bar, which provided a relaxing escape with stunning views of the city skyline. The dining options were exceptional, with a variety of delicious cuisines and impeccable service. The breakfast buffet had a great selection of local and international dishes, all freshly prepared and flavorful.

The staff at The Park Chennai were attentive, courteous, and always willing to go the extra mile to ensure a pleasant stay. Whether for business or leisure, this hotel is a fantastic choice, and I would love to visit again!","March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,I had the worst experience with the staff here and the check-in and check-out process. The staff sounded very regimental and were very authoritative. They did not want to hear the request and explain further information about it. The staff is not competent to work at the front desk.,"March 31, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"A good 5 star hotel one, is run down today showcasing film posters everywhere signalling take over of the hotel from Paul group? We had occupied atleast 3 rooms and every room had problems of “ water leak” from taps/ wash basin or the bath tub. Lack of manpower is visible clearly everywhere! There’s an old wing and a new wing of rooms. Only complainants are given the new rooms, I guess. Except the hostess Ms Linda on the roof top restaurant, the hotel lacked hospitality, in general.
The parking attendants were very helpful and did a fine job. Hotel needs to upgrade for sure.","March 30, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Hotel is terribly gone down in maintenance and rooms .Staff has to be more proactive and do their job without hesitation and with a smile.

Overall would not stay here again.","March 30, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"Plus points: location, breakfast spread
For improvement: room given was very damp. Our clothes , flooring , bedding all felt wet. Bathroom had smell. Pls check room 2004 to rectify","March 30, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,"The room was awesome with stunning view and obviously the hotel keeps it’s standard by the name.

The food is also good and tasty. Only thing is that the Room AC is more centralised and hence the temperature doesn’t drops below 23deg. So recommend to have a Jerkin if you are a cold sensitive.","March 30, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,We stayed for 4 nights with a young child and our stay was very good all through.  Hotel is in the central of the city and easy accessible by all modes of transport.  Buffet breakfast was sumptuous.,"March 30, 2025"
Chennai,The Park Chennai,7947,5 stars out of 5,All ok,"March 28, 2025"
