Hotel Name,Rating,Review,sentence,sentiment_score_1,sentiment_score_2,sentiment_score_3,sentiment_score_4,sentiment_score_5,weighted_sentiment,classification_label
Novotel Mumbai International Airport,5 stars out of 5,"Excellent decor! Comfortable beds .  Great bathroom and shower.  Easy access to malls and airport.  Metro station at the location.  
Staff were excellent, but may take a little long with service.  Room service for in room dining is very slow and the costs of food is ridiculous! Meals are not really worth the cost, both with regards to taste and quantity.  Presentation however is great",Great bathroom and shower,0.0036,0.0042,0.0243,0.2631,0.7048,4.6613,2e_1
The LaLiT Mumbai,5 stars out of 5,We stayed in lalit hotel for 3 nights it was amazing everything very comfortable and quiet room all things neat and clean in the room and high security at entrance every time they checked everything all staff reaspectfully and helpfull we recommended to everyone visit to this hotel,We stayed in lalit hotel for 3 nights it was amazing everything very comfortable and quiet room all things neat and clean in the room and high security at entrance every time they checked everything all staff reaspectfully and helpfull we recommended to everyone visit to this hotel,0.0051,0.0039,0.0137,0.1398,0.8374,4.8006,6e
The LaLiT Mumbai,5 stars out of 5,We stayed in lalit hotel for 3 nights it was amazing everything very comfortable and quiet room all things neat and clean in the room and high security at entrance every time they checked everything all staff reaspectfully and helpfull we recommended to everyone visit to this hotel,We stayed in lalit hotel for 3 nights it was amazing everything very comfortable and quiet room all things neat and clean in the room and high security at entrance every time they checked everything all staff reaspectfully and helpfull we recommended to everyone visit to this hotel,0.0051,0.0039,0.0137,0.1398,0.8374,4.8006,4a
Trident Nariman Point,5 stars out of 5,"Hotels in Mumbai are generally quite expensive, but since it was my first time, I chose a well-known and reliable place. It faces Marine Drive, and it's just within walking distance to the Gateway of India (about 20 minutes).

Every time I entered the hotel, there was a security check. The room was a non-smoking ocean view premier double room. From the window, you can see the Arabian Sea in full view. The size was ample, and the amenities were all provided, with additional items like nail clippers and nail remover as well. The flowers displayed were fresh, and there was a welcome fruit basket as well. 

There was a bathtub, but the shower was only fixed and a rain shower, which made it a bit difficult when I just wanted to wash my feet. When I left my PC on the desk, a screen cleaner was placed there on the second day. Even though I left a tip daily, it was never picked up. On the final day, I left a tip along with a ""Thank you"" message.

There is a fitness gym, sauna, and an outdoor pool. I received a 90-minute treatment at the spa. It cost 8,000 rupees for the 90 minutes, which is quite pricey, but it felt nice.","There was a bathtub, but the shower was only fixed and a rain shower, which made it a bit difficult when I just wanted to wash my feet",0.0444,0.2495,0.4938,0.1945,0.0178,2.892,2e_1
Trident Nariman Point,5 stars out of 5,"Hotels in Mumbai are generally quite expensive, but since it was my first time, I chose a well-known and reliable place. It faces Marine Drive, and it's just within walking distance to the Gateway of India (about 20 minutes).

Every time I entered the hotel, there was a security check. The room was a non-smoking ocean view premier double room. From the window, you can see the Arabian Sea in full view. The size was ample, and the amenities were all provided, with additional items like nail clippers and nail remover as well. The flowers displayed were fresh, and there was a welcome fruit basket as well. 

There was a bathtub, but the shower was only fixed and a rain shower, which made it a bit difficult when I just wanted to wash my feet. When I left my PC on the desk, a screen cleaner was placed there on the second day. Even though I left a tip daily, it was never picked up. On the final day, I left a tip along with a ""Thank you"" message.

There is a fitness gym, sauna, and an outdoor pool. I received a 90-minute treatment at the spa. It cost 8,000 rupees for the 90 minutes, which is quite pricey, but it felt nice.",I received a 90-minute treatment at the spa,0.2737,0.2267,0.2135,0.1688,0.1173,2.6292,6b_1
Trident Nariman Point,5 stars out of 5,"The hotel is well placed.  With the Arabian Sea across the road, the promenade is nice for walks. 
The breakfast is limited, but you can ask the chef to make what you want. 
The rooms are ok. Clean. 
Parking can be a challenge as they park some cars on the road while others are underground. This was my only peeve.",Parking can be a challenge as they park some cars on the road while others are underground,0.0253,0.0944,0.4111,0.3694,0.0998,3.4239,4j
Trident Nariman Point,5 stars out of 5,"We were initially given a room with a bathtub/shower. I couldn’t get into the shower because of a knee injury. The hotel gladly exchanged the room for a more accessible bathroom. 

Great breakfast by the pool and fantastic staff who do their utmost to attend to food requests. 

The concierge was also very helpful in helping us get around and do some sightseeing. 

Will gladly return and stay again.",I couldn’t get into the shower because of a knee injury,0.3421,0.3286,0.2244,0.0741,0.0308,2.123,2e_1
Trident Nariman Point,5 stars out of 5,"We were initially given a room with a bathtub/shower. I couldn’t get into the shower because of a knee injury. The hotel gladly exchanged the room for a more accessible bathroom. 

Great breakfast by the pool and fantastic staff who do their utmost to attend to food requests. 

The concierge was also very helpful in helping us get around and do some sightseeing. 

Will gladly return and stay again.",The concierge was also very helpful in helping us get around and do some sightseeing,0.003,0.0052,0.0618,0.4961,0.4339,4.3526,4i
Trident Nariman Point,5 stars out of 5,"Executive sea view room seems to be the basic remodeled room. No bathtub. A bit small but quite nice. 
Great breakfast, fine gym. Great view. Good water pressure. No complaints .","Great breakfast, fine gym",0.0038,0.0042,0.0297,0.3099,0.6524,4.603,6d_1
Trident Nariman Point,5 stars out of 5,"Pool acces pool was not clean has insects and dirty. Bed,pillow was not soft got shoulder pain,room was not cleaned had beer bottles, buds. For nonveg they took buffet charges 1330 per person but was only 2 option.   Tv was on daigoally to bed which was not good for viewing. Tap was broken. Not worth of pool access room. Both got shoulder pain back pain.

They need to focus if food, cleanliness, and should make bed and pillow little soft so that it's relaxtion, tv should be in front of bed not diagonally","They need to focus if food, cleanliness, and should make bed and pillow little soft so that it's relaxtion, tv should be in front of bed not diagonally",0.0353,0.2219,0.5218,0.1912,0.0299,2.9585,4e
Trident Nariman Point,5 stars out of 5,"1. Loved the updated/refurbished rooms.
2. Loved the breakfast options.
3. Amazing hotel spa
4. Very accommodating and professional hotel staff.
5. Respectful and courteous hotel security team.
6. Very helpful concierge team always ready to assist with luggages & belongings.

Overall still one of the best hotels to stay in Mumbai. Will surely return on my next business/personal visit.","Amazing hotel spa
4",0.0047,0.0041,0.0194,0.1501,0.8217,4.7801,6b_1
Trident Nariman Point,5 stars out of 5,"1. Loved the updated/refurbished rooms.
2. Loved the breakfast options.
3. Amazing hotel spa
4. Very accommodating and professional hotel staff.
5. Respectful and courteous hotel security team.
6. Very helpful concierge team always ready to assist with luggages & belongings.

Overall still one of the best hotels to stay in Mumbai. Will surely return on my next business/personal visit.",Very helpful concierge team always ready to assist with luggages & belongings,0.0017,0.0015,0.0128,0.266,0.718,4.6972,4i
Trident Nariman Point,5 stars out of 5,"abulous is the word to describe the view from the Sea View room. You get the breataking view of the Marine drive, Girgaon Chowpatty and Malabar hill.
The overall experience at the Hotel is fantastic. The staff is perfect. From Check-in to check-out, the process was smooth. Special mention goes to Frangipani head chef Ishan and our hospitality supervisor Aayush. The breakfast spread was great. The room service was up to the mark. There is an open swimming pool on the Ninth Floor.
As this is located on Nariman point, accessibility is never an issue. Valet parking is available.",Valet parking is available,0.0222,0.0296,0.1866,0.4399,0.3218,4.0095,4h
Trident Nariman Point,5 stars out of 5,This is a rather faded Hotel where the rooms are very dated and not value for money. No privacy for couple in a bathroom with no doors glass sided. Food overall is good. Facilities like pool and gym are old an dated. Work ongoing so pulling up the carpets while the guests staying there !! Rooms and facilities Needs complete facelift. Saving grace is excellent staff.,Facilities like pool and gym are old an dated,0.0977,0.1854,0.3304,0.2635,0.123,3.1286,6d_1
Trident Nariman Point,5 stars out of 5,"Room is clean and neat. Love the higher floor view. Breakfast spread was fantastic and the staff are awesome! Thumbs up! 

Gym is fully equipped, lovely pool to chill and enjoy sunset. Will definitely be back again.","Gym is fully equipped, lovely pool to chill and enjoy sunset",0.0021,0.0023,0.019,0.2524,0.7242,4.6942,6d_1
Trident Nariman Point,5 stars out of 5,"Was there for only 1 day.. but great experience..!! Courteous, kind and smiling staff, super facilities (valet parking, baggage management, no defects in room infrastructure, night blinders, super efficient check-in and check-out)... All in all a gr8 experience..!!","Courteous, kind and smiling staff, super facilities (valet parking, baggage management, no defects in room infrastructure, night blinders, super efficient check-in and check-out)",0.0018,0.0026,0.0152,0.2674,0.713,4.6872,4h
Trident Nariman Point,5 stars out of 5,The hotel was very beautiful and at a very quiet location,The hotel was very beautiful and at a very quiet location,0.0075,0.0114,0.0459,0.3184,0.6168,4.5254,6e
Trident Nariman Point,5 stars out of 5,"Rooms are creaking, bathrooms are tiny, Still have bathtubs as shower area. 
People were smoking in a non smoking floor ! and generally it seemed a bit tired. 
BF was fantastic though, thoroughly enjoyed the Sunday BF.","Rooms are creaking, bathrooms are tiny, Still have bathtubs as shower area",0.1002,0.4474,0.4089,0.0395,0.0041,2.3999,2e_1
Trident Nariman Point,5 stars out of 5,Warmly welcomed by staff. Mr Rocky Saldhana at Concierge received us and did everything possible to ensure we  had the most comfortable stay. Thank you Mr Rocky for your excellent reception. Thanks to the staff for their warmth and human touch.t was my birthday on 11.11.....and my bed was beautifully decorated and also offered a cake. It was an extraordinary day and a fabulous stay. It was worth every moment... Money can pay for lots of luxuries but  here its the warmth and sincereity of the Trudent/Oberoi staff that touches my heart always. ..i cannot buy that anywhere. Thank you. ... highly recommend this hotel. 10/10.  Superb,Mr Rocky Saldhana at Concierge received us and did everything possible to ensure we  had the most comfortable stay,0.0098,0.0119,0.0596,0.3416,0.577,4.464,4i
Trident Nariman Point,5 stars out of 5,"I had a room on the 18th floor with a great view to the sea. But overall the furniture / equippment was a kind of used. Bathroom with big window to look outside to the room and to the sea. Great. Very tiny bathtub. Could not sit and stretch my legs. Shower only from above.  The 4 elevators seem to have their own logic. Most of the time I ended up in a fully crowded cabin going to a floor I did not want to go. Amazing view from the roof! Nice pool area.
Very friendly staff. Thanks to them.
I had a late Checkout at 3pm cause my flight was in the evening.",Shower only from above,0.1882,0.2608,0.3177,0.1609,0.0724,2.6684,2e_1
Trident Nariman Point,5 stars out of 5,"I had a room on the 18th floor with a great view to the sea. But overall the furniture / equippment was a kind of used. Bathroom with big window to look outside to the room and to the sea. Great. Very tiny bathtub. Could not sit and stretch my legs. Shower only from above.  The 4 elevators seem to have their own logic. Most of the time I ended up in a fully crowded cabin going to a floor I did not want to go. Amazing view from the roof! Nice pool area.
Very friendly staff. Thanks to them.
I had a late Checkout at 3pm cause my flight was in the evening.",The 4 elevators seem to have their own logic,0.1009,0.2088,0.377,0.2271,0.0862,2.989,2g_1
Trident Nariman Point,5 stars out of 5,Amazing staff enjoyed honeymoon night there was one guy his name is fagun he is so coperative...amazing man helped alot through checkin and through checkout too.... Coudnt expect the service from him which he was gave.... He was concierge supervisor...i think he need to get promotion soon ...to higher level...very knowledgeable guy ....and helping nature....,He was concierge supervisor,0.0986,0.1171,0.2686,0.307,0.2087,3.4102,4i
Trident Nariman Point,5 stars out of 5,"The staff were exceptionally helpful and charming. From the moment they collected us from the airport and checked us in in our room, until we left, they couldn’t have been nicer or more efficient.  The pool was delightful with lovely views over the sea. The whole hotel felt relaxing to be in.  Fantastic breakfast buffet with delicious food and lots of choice, again great service from all the staff.  Beds were comfortable however we would have preferred a softer lighter duvet.  That said it was the only thing.  Even the shower gel smells good.",Even the shower gel smells good,0.0334,0.048,0.139,0.3724,0.4072,4.0721,2e_1
Trident Nariman Point,5 stars out of 5,"2 nights at the club room for work. Everything was a breeze. Complimentary transport for short rides around the hotel, nicely sized rooms, warm and professional service. I’d say that the water pressure is gentler than ideal, and it would be good to have a shower handle too (than just a wall faucet).","I’d say that the water pressure is gentler than ideal, and it would be good to have a shower handle too (than just a wall faucet)",0.0278,0.1546,0.4906,0.2739,0.053,3.1698,2e_1
Trident Nariman Point,5 stars out of 5,"I enjoyed myself during my stay at Trident a nariman point. 

Firstly I like the high level of security performed by the staff. Although this can be seen in other 5 star hotels. One of my friends bought a dagger from Amritsar for religious purpose and the Hotel staff informed that for safety purposes they would keep it till we check out. Couldn't agree with them more.

Check -in was fast and we were given an option to upgrade ( to top up the difference) as it came with free wifi. I agreed and also signed up for membership. The room was what I had expected, views of the sea just by lying on my bed. The room was spacious and clean. 

One of the nights, I planned to have dinner at Taj president hotel and enquired on how to get there. The staff went a step further and informed me that he will make a reservation as it could be crowded. I was impressed. 

Location wise, I feel it's near to the tourist attractions which is a short auto ride away. I went to Mumbai during the mosoon period and whenever I came out of the hotel, the wind was so strong. 

Overall, I had a great time in the hotel. I used their gym and was quite happy with their equipments. I would stay again at Trident nariman the next time I am in Mumbai or at any of their sister properties in India.",I used their gym and was quite happy with their equipments,0.0024,0.0035,0.0311,0.3281,0.6349,4.5897,6d_1
Trident Nariman Point,5 stars out of 5,"Perfect stay...warm welcome,professional service and care and comfort was outstanding
Concierge Mr Rocky Saldhana was outstanding with all his assistance and warm hospitality..the staff were remarkably pleasant. 
Mr Chanthrakanth at pool n gym was also extremely polite,caring and  warm personality..I could see the dedication 

It was a few days of paradise at this hotel.","warm welcome,professional service and care and comfort was outstanding
Concierge Mr Rocky Saldhana was outstanding with all his assistance and warm hospitality",0.002,0.0019,0.0165,0.2192,0.7603,4.734,4i
Trident Nariman Point,5 stars out of 5,"Perfect stay...warm welcome,professional service and care and comfort was outstanding
Concierge Mr Rocky Saldhana was outstanding with all his assistance and warm hospitality..the staff were remarkably pleasant. 
Mr Chanthrakanth at pool n gym was also extremely polite,caring and  warm personality..I could see the dedication 

It was a few days of paradise at this hotel.","Mr Chanthrakanth at pool n gym was also extremely polite,caring and  warm personality",0.0121,0.0177,0.0668,0.3463,0.557,4.4183,6d_1
Trident Nariman Point,5 stars out of 5,I was generally impressed with the hotel; staff were very helpful indeed. The room was very comfortable with a good shower. Breakfast was of a good standard with many options.. I really enjoyed Mumbai and it was nice to have a calm refuge away from the hustle and bustle of the city...only issue was you had to pay for WIFI. This should have been included.,The room was very comfortable with a good shower,0.0057,0.012,0.0989,0.5226,0.3608,4.2209,2e_1
Trident Nariman Point,5 stars out of 5,It was for a short business meeting. The stay was comfortable and had a chance to relieve my stress with a visit to a local spa about 5 mins walk from the hotel.,The stay was comfortable and had a chance to relieve my stress with a visit to a local spa about 5 mins walk from the hotel,0.0067,0.0195,0.1711,0.5554,0.2474,4.0173,6b_1
Trident Nariman Point,5 stars out of 5,"I loved this hotel.  Spent one night and wished I had booked 3.  Outstanding staff - fabulous comfortable room with every modern convenience including electronic black out shade and CD player with flat screen TV.  Lovely bathroom with great products and even a plate with oranges, linen napkin and knife on the desk when I arrived.  Excellent value.  Verandah lounge was nice with a buffet - small finger foods etc. for a good price and again, excellent quality of food and service by staff.  Late checkout until 6pm at no extra charge.  Nice but cold rooftop pool with comfy lounge chairs, plush towels.  Steam room and change area with bath and hair products.  Everywhere was exceptionally clean for India, most impressed.  Highly recommend this hotel.",Outstanding staff - fabulous comfortable room with every modern convenience including electronic black out shade and CD player with flat screen TV,0.001,0.0007,0.0025,0.0628,0.9329,4.9258,3d_1
Trident Nariman Point,5 stars out of 5,One of the best hotels in Mumbai.  Central location and very helpful staff.  Breakfast was delicious with many options.  The pool was great and the gym inside the hotel was top notch.  Would stay here again and again.,Central location and very helpful staff,0.0026,0.0031,0.0255,0.3457,0.6231,4.5836,3d_2
Trident Nariman Point,5 stars out of 5,One of the best hotels in Mumbai.  Central location and very helpful staff.  Breakfast was delicious with many options.  The pool was great and the gym inside the hotel was top notch.  Would stay here again and again.,The pool was great and the gym inside the hotel was top notch,0.0083,0.0118,0.0499,0.2838,0.6462,4.5479,6d_1
Trident Nariman Point,5 stars out of 5,Very comfortable stay. Great location. Good view of the beach. Nice staff  clean . Good bathroom with power shower. Niigata breakfast. Wifi should have been included especially as it was a business hotel. Less star rated hotels offered free wifi.,Good bathroom with power shower,0.0036,0.0065,0.0955,0.5714,0.323,4.2038,2e_1
Trident Nariman Point,5 stars out of 5,"while check in the staff was very helpful.Breakfast in the morning there was many variety.
But while checkout it was a very bad experience because I have booked from 22nd August to 26th August.I have checked in on the 23rd in the morning and checked out on the 26th @ 3 oclock in the morning,I have been to the desk where no additional reclamation was made to me.I was getting in my taxi when suddenly somebody ran after me by telling infront of everybody that I have not paid for 1 day.I was hummiliated infront of my wife and security guards.Finally the desk manager came and appologies on behalf of her staff.But as we always say in FRENCH (LE MAL A ETE DEJA FAIT)Infact I have booked for 4 days but stayed for 3 only",I was getting in my taxi when suddenly somebody ran after me by telling infront of everybody that I have not paid for 1 day,0.5559,0.241,0.1137,0.0499,0.0396,1.7764,3f
Trident Nariman Point,5 stars out of 5,"Hotel is right on Marine drive and pretty accessible. 30 mins to Bandra. Parking is limited and they neither provide nor recommend accommodation for your driver. In the end you will have your driver sleeping in your car which is parked outside the hotel, which means your driver might be tired the next day. I recommend they should have some guidance for safe parking & safe accommodation nearby.

Check in was quick, view from room nice, staff is very attentive and helpful, knowledgeable and polite, make you feel comfortable, handle special requests well. Great training there it seems.

Room had a comfortable bed, desk, chair and the amazing view. Fresh fruits complementary and the tab water is potable - that must cost a fortune! Room had a bathtub with shower which was nice. 

Our room was not cleaned properly, hair and peanuts of the previous tenants on the floor, no toothpaste in the bathroom, etc. Was a bit of a surprise...

The lifts suck. Not that this is a big issue but we were not the only guests who were not quick enough to enter or  who missed their stop as the lifts stopped randomly or who stood in the lobby while all lifts were on the top floors.

We had a stroller which means access to the breakfast room in the basement is via the service elevator. Good fun for us but I am sure tough for old people who can’t climb stairs, etc. Also to get to the Oberoi there are a lot of stairs and no other access.

Breakfast was good but I don’t understand why a seafront hotel would have two restaurants in the basement!?

Location good for a stroll. 

Nice place, recommended if you want to spoil yourself for a day or two.",Parking is limited and they neither provide nor recommend accommodation for your driver,0.6158,0.3041,0.073,0.0053,0.0018,1.4733,4j
Trident Nariman Point,5 stars out of 5,"Hotel is right on Marine drive and pretty accessible. 30 mins to Bandra. Parking is limited and they neither provide nor recommend accommodation for your driver. In the end you will have your driver sleeping in your car which is parked outside the hotel, which means your driver might be tired the next day. I recommend they should have some guidance for safe parking & safe accommodation nearby.

Check in was quick, view from room nice, staff is very attentive and helpful, knowledgeable and polite, make you feel comfortable, handle special requests well. Great training there it seems.

Room had a comfortable bed, desk, chair and the amazing view. Fresh fruits complementary and the tab water is potable - that must cost a fortune! Room had a bathtub with shower which was nice. 

Our room was not cleaned properly, hair and peanuts of the previous tenants on the floor, no toothpaste in the bathroom, etc. Was a bit of a surprise...

The lifts suck. Not that this is a big issue but we were not the only guests who were not quick enough to enter or  who missed their stop as the lifts stopped randomly or who stood in the lobby while all lifts were on the top floors.

We had a stroller which means access to the breakfast room in the basement is via the service elevator. Good fun for us but I am sure tough for old people who can’t climb stairs, etc. Also to get to the Oberoi there are a lot of stairs and no other access.

Breakfast was good but I don’t understand why a seafront hotel would have two restaurants in the basement!?

Location good for a stroll. 

Nice place, recommended if you want to spoil yourself for a day or two.",I recommend they should have some guidance for safe parking & safe accommodation nearby,0.0055,0.0163,0.2319,0.5314,0.2149,3.934,4j
Trident Nariman Point,5 stars out of 5,"Hotel is right on Marine drive and pretty accessible. 30 mins to Bandra. Parking is limited and they neither provide nor recommend accommodation for your driver. In the end you will have your driver sleeping in your car which is parked outside the hotel, which means your driver might be tired the next day. I recommend they should have some guidance for safe parking & safe accommodation nearby.

Check in was quick, view from room nice, staff is very attentive and helpful, knowledgeable and polite, make you feel comfortable, handle special requests well. Great training there it seems.

Room had a comfortable bed, desk, chair and the amazing view. Fresh fruits complementary and the tab water is potable - that must cost a fortune! Room had a bathtub with shower which was nice. 

Our room was not cleaned properly, hair and peanuts of the previous tenants on the floor, no toothpaste in the bathroom, etc. Was a bit of a surprise...

The lifts suck. Not that this is a big issue but we were not the only guests who were not quick enough to enter or  who missed their stop as the lifts stopped randomly or who stood in the lobby while all lifts were on the top floors.

We had a stroller which means access to the breakfast room in the basement is via the service elevator. Good fun for us but I am sure tough for old people who can’t climb stairs, etc. Also to get to the Oberoi there are a lot of stairs and no other access.

Breakfast was good but I don’t understand why a seafront hotel would have two restaurants in the basement!?

Location good for a stroll. 

Nice place, recommended if you want to spoil yourself for a day or two.",Room had a bathtub with shower which was nice,0.0245,0.0478,0.2205,0.4424,0.2648,3.8752,2e_1
Trident Nariman Point,5 stars out of 5,"Hotel is right on Marine drive and pretty accessible. 30 mins to Bandra. Parking is limited and they neither provide nor recommend accommodation for your driver. In the end you will have your driver sleeping in your car which is parked outside the hotel, which means your driver might be tired the next day. I recommend they should have some guidance for safe parking & safe accommodation nearby.

Check in was quick, view from room nice, staff is very attentive and helpful, knowledgeable and polite, make you feel comfortable, handle special requests well. Great training there it seems.

Room had a comfortable bed, desk, chair and the amazing view. Fresh fruits complementary and the tab water is potable - that must cost a fortune! Room had a bathtub with shower which was nice. 

Our room was not cleaned properly, hair and peanuts of the previous tenants on the floor, no toothpaste in the bathroom, etc. Was a bit of a surprise...

The lifts suck. Not that this is a big issue but we were not the only guests who were not quick enough to enter or  who missed their stop as the lifts stopped randomly or who stood in the lobby while all lifts were on the top floors.

We had a stroller which means access to the breakfast room in the basement is via the service elevator. Good fun for us but I am sure tough for old people who can’t climb stairs, etc. Also to get to the Oberoi there are a lot of stairs and no other access.

Breakfast was good but I don’t understand why a seafront hotel would have two restaurants in the basement!?

Location good for a stroll. 

Nice place, recommended if you want to spoil yourself for a day or two.",We had a stroller which means access to the breakfast room in the basement is via the service elevator,0.078,0.1266,0.2816,0.3243,0.1895,3.4207,2g_1
Trident Nariman Point,5 stars out of 5,"Hotel is right on Marine drive and pretty accessible. 30 mins to Bandra. Parking is limited and they neither provide nor recommend accommodation for your driver. In the end you will have your driver sleeping in your car which is parked outside the hotel, which means your driver might be tired the next day. I recommend they should have some guidance for safe parking & safe accommodation nearby.

Check in was quick, view from room nice, staff is very attentive and helpful, knowledgeable and polite, make you feel comfortable, handle special requests well. Great training there it seems.

Room had a comfortable bed, desk, chair and the amazing view. Fresh fruits complementary and the tab water is potable - that must cost a fortune! Room had a bathtub with shower which was nice. 

Our room was not cleaned properly, hair and peanuts of the previous tenants on the floor, no toothpaste in the bathroom, etc. Was a bit of a surprise...

The lifts suck. Not that this is a big issue but we were not the only guests who were not quick enough to enter or  who missed their stop as the lifts stopped randomly or who stood in the lobby while all lifts were on the top floors.

We had a stroller which means access to the breakfast room in the basement is via the service elevator. Good fun for us but I am sure tough for old people who can’t climb stairs, etc. Also to get to the Oberoi there are a lot of stairs and no other access.

Breakfast was good but I don’t understand why a seafront hotel would have two restaurants in the basement!?

Location good for a stroll. 

Nice place, recommended if you want to spoil yourself for a day or two.",Also to get to the Oberoi there are a lot of stairs and no other access,0.2757,0.3467,0.2669,0.0768,0.0339,2.2466,2a_1
Trident Nariman Point,5 stars out of 5,"Trident was the first stop on a recent India trip.  It's a large business hotel but central to the main attractions in Mumbai.  Located on the sourthern end of Marine Drive, the principal museums and historic quarters are a quick taxi ride or a 15-30 minute walk away.  The fitness center is very well equipped and the pool has a great view of the Arabian sea.  Very well maintained with an obliging staff.","Located on the sourthern end of Marine Drive, the principal museums and historic quarters are a quick taxi ride or a 15-30 minute walk away",0.0345,0.0682,0.2188,0.4041,0.2744,3.8157,3f
Trident Nariman Point,5 stars out of 5,"This is a really amazing hotel and our stay here was great! The concierge is incredibly helpful. Only two negatives - the price for Internet access is quite high but this seems to be common at hotels in Mumbai. Also we contacted the hotel to see if they provided transport from the airport and we were quoted 3526 rupees - considering a taxi costs 600 rupees, the hotel's price was very high. But we would stay here again",The concierge is incredibly helpful,0.0046,0.0045,0.0278,0.2329,0.7302,4.6795,4i
Trident Nariman Point,5 stars out of 5,"This is a really amazing hotel and our stay here was great! The concierge is incredibly helpful. Only two negatives - the price for Internet access is quite high but this seems to be common at hotels in Mumbai. Also we contacted the hotel to see if they provided transport from the airport and we were quoted 3526 rupees - considering a taxi costs 600 rupees, the hotel's price was very high. But we would stay here again","Also we contacted the hotel to see if they provided transport from the airport and we were quoted 3526 rupees - considering a taxi costs 600 rupees, the hotel's price was very high",0.369,0.2912,0.1897,0.0895,0.0607,2.1818,3f
Trident Nariman Point,5 stars out of 5,"good location with quiet environment in busy life of mumbai ,restaraunt is average , room services are excellent.","good location with quiet environment in busy life of mumbai ,restaraunt is average , room services are excellent",0.0024,0.0065,0.129,0.5952,0.267,4.1178,4a
