city,hotel,rating,review,review_date,review_day,review_month,review_year
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The room is big and clean.
The skyline view is very nice.
Breakfast is nice but always crowded.
But it is not including kitchenetts and washing machine even no microwave.
We can join BRT and then easily to to Chong Nonsi BTS station.
Environment is not crowded.
Recommand for family travellers.","April 30, 2025",30,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We had a good stay at JC Kevin Sathorn, where the rooms are impressively spacious, featuring large balconies with scenic views. While the furniture could use some updates, the overall comfort and cleanliness made for an enjoyable experience.
One of the highlights was the rooftop bar, offering breathtaking 360-degree views of Bangkok—an unforgettable spot to celebrate New Year's Eve, which we truly enjoyed. The food options within the hotel are excellent, though it's worth noting that the surrounding area is more business-oriented, lacking a strong local vibe.
Service was a standout feature, with friendly and helpful staff, especially the night team, making our stay smooth. However, the reception can get quite busy, particularly with large groups of Chinese tourists. The elevators were frequently slow or out of service, which was inconvenient, but overall, we had a pleasant experience.
Would definitely recommend for comfort, great views, and solid in-house dining, but travelers should plan ahead if looking for a lively, local atmosphere.","April 28, 2025",28,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Not too bad, but turn off on location and cleanliness can be better as the rooms are not new.. however it is still a good choice","April 28, 2025",28,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Hotal don’t give what room I book , give me small room","April 28, 2025",28,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Best location , city view","April 27, 2025",27,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,อ่างอาบน้ำไม่สะอาด เปิดแล้วมีเศษดินในน้ำ ประตูระเบียงล็อกไม่ได้,"April 22, 2025",22,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The room was spacious and generally comfortable, but some updates are definitely needed. The TV was quite outdated, which took away from the overall experience. While the room included a kitchen, it lacked essential items like pans, and I wasn’t sure if the stove was even functional. Plates and utensils were available, but only upon request. If the stove isn’t usable, a microwave should be provided as an alternative.

One noticeable issue was the air vents—they were quite dirty and could use some serious cleaning. On the positive side, the staff were very courteous and helpful, and housekeeping did an excellent job throughout my stay. With a few improvements, this place could be a much better value.","April 21, 2025",21,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,حلو وهادئ وجميل جدا والمكان رهيب والموظفين لطيفين شي ممتاز والنظافه شي فوق الخيال,"April 20, 2025",20,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Love love love this hotel and the staff! The pool is stunning,"April 20, 2025",20,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Enjoyed our one night stay . The room was spacious. It didn’t have a microwave but it had two balconies in our one bedroom king suite .  Would probably stay here again.,"April 19, 2025",19,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Very nice service,"April 17, 2025",17,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"交通：距离bts站点稍有距离
除了交通之外其他都非常好，以至于可以忽略交通的问题
房间：房间非常宽敞，旅行的几天非常舒服
价格：性价比非常高，对比同等价位酒店很值","April 16, 2025",16,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Very clean and the staff are all good. I’d highly recommend this hotel.,"April 15, 2025",15,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The accommodation is really great for the price.

But after staying at this hotel for 4 nights, I felt something.

First of all, the room I was assigned was on the 6th floor.
But since the view was really bad, they moved me to the 10th floor, and I realized that white guests were assigned to floors above the 20th, while Chinese or Korean guests were assigned to floors 6-10, lol.

After checking in, I carried my family's luggage, but later I noticed they moved the luggage for me too, lol.

I've never seen a place where they just give you the key card without explaining where the breakfast place is or anything about the hotel.
The breakfast was completely awful, and I found a cockroach in the room.

Korean guests, please take this review into consideration
and ask to be moved to a higher floor if you are assigned to a lower one.
Please also ask them to carry your luggage and don't get taken advantage of, ㅠ

Other than that, it was mostly okay.
It takes about an hour to the airport in the morning.","April 13, 2025",13,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"JC Kevin is also my first choice coming to Thailand. Big room and a very reasonable price. Bed is comfy and hygiene ok. This is already my third or fourth time staying, but the AC was dripping this time which made my stuff soaked.","April 12, 2025",12,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"This is a repeat visit, but this time we stayed with 16 family members for 8 nights. We arrived the day after the earthquake in Myanmar, and the guest elevator was not operational. Only the service and staff elevator was in service. Perhaps due to the earthquake's impact, cleaning the rooms could not be completed in time, so we couldn't check in, but the staff worked hard to assist us. However, we only received the last room after 8 PM. 
Hotel location: It takes about 8 to 10 minutes on foot from the nearest station, so it might be more convenient to use a taxi. There aren't many shops around. It's fine for those familiar with the area, but beginners may find it unsuitable. 
Room: Spacious and easy to use. It was good to have two toilets and shower rooms. Although there was a sink in the living room, there were no detergent, sponge, microwave, dishes, glasses, or kitchenware. 
Cleaning: Bed linen is not changed unless a request is made using the card provided. The trash that was dropped around the toilet and bath remained for 2 to 3 days, so I mentioned it to the reception on the fourth day. 
Breakfast: It was delicious, but the variety didn’t change much, so it got boring after 8 days. I think it was good to be in a quiet area near the expressway entrance. 
If I have the chance, I would like to stay again.","April 10, 2025",10,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Everything is perfect,"April 09, 2025",9,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The location is decent, though it's a bit far from the BTS. The room is spacious, but there are cockroaches, so I hope a thorough pest control can be done. The cleaning staff often forget to replenish supplies. Overall, it's good value for money, and I would consider staying here again.","April 07, 2025",7,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We are staying here with  family .
They gave us sprate floor and also our room  had a very strong , unlpeasant odor .","April 06, 2025",6,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Enjoyable,"April 06, 2025",6,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Spacious and clean,"April 06, 2025",6,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Very smooth,"April 06, 2025",6,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,พนักงานตรงที่จอดรถพูดจาแย่นะคะ ปรับปรุงเรื่อง service mind จะดีมาก,"April 04, 2025",4,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Next time, I  will still choose this hotel. Easy to call grab and less waiting time.  Everything is nearby","April 03, 2025",3,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,I recommend this hotel,"April 02, 2025",2,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,The room smell,"April 02, 2025",2,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Great stay overall
Even got upgraded","April 02, 2025",2,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Room are big bed is comfortable staff are great. But as soon as i walked in the room i could smell the oder from the carpet that turn me right off everything i walk in and out the room the smell is just too much.,"April 01, 2025",1,April,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The staff was incredibly friendly and helpful, making our stay truly memorable. The rooms were clean and comfortable, and the breakfast was delicious.","March 30, 2025",30,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We came as a group right next day of Earthquake strike. The rooms were not ready during check in due to the earthquake they were inspecting all rooms for safety purposes. However, we managed to get the rooms by evening. The staffs all were polite and humble. Our stay was good and overall we enjoyed.","March 29, 2025",29,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Spacious room but the interior is old. Staff were exceptional, but the cleanliness could be improved. Breakfast and amenities were lacking. Overall, it's an old '5-star' hotel...a good value for money","March 29, 2025",29,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"When this place was new, it would have been amazing.  Furniture and fixings are starting to look a bit tired and some areas could do with a deep clean. 
Good points it was a fab size, and had everything you needed.
Hard to comment on location and price as I’ve never stayed in Bangkok before.  However it’s easy to grab a bolt taxi and was cheaper than getting one from the desk or porters.
Porters were friendly and helpful","March 29, 2025",29,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Very helpful and kind assistance,"March 26, 2025",26,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We stayed at JC Kevin for 2 nights. Location is good, we used grab and most we paid was 400baht to all tourists attractions. 
It takes about 30-40 minutes to centre. 
We had sky view 2 bed apartment and it was beautiful with gret views. 

Used the pool twice, and the bar at the 38th floor. Lovely staff.  
Can recommend this hotel.","March 25, 2025",25,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Spacious like an apartment, good for small families","March 25, 2025",25,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The lobby is well-maintained and gives a good first impression, but unfortunately, the rooms do not match that standard. The furniture is old and worn, with visible issues, and the curtains were ripped, adding to the neglected feel. The overall decor is outdated, and the rooms could use a significant refresh. A renovation is needed to improve comfort and bring the accommodations up to the same level as the lobby.","March 24, 2025",24,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,10 of 10 for me,"March 23, 2025",23,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The overall service, facilities and hotel rooms are all quite good, and the cost performance is also very high.整体服务整体位置整体的感觉性价比还是蛮高，会比较推荐这家酒店","March 23, 2025",23,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Large, twin terraces, bathtub. Great hotel!","March 23, 2025",23,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Everything was as described, spacious room, good location","March 23, 2025",23,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,great value with a good location & walkable.  rooftop is under construction which was disappointing and room has carpet which is gross but it was clean. Front desk staff is very helpful. Would recommend!,"March 23, 2025",23,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,we booked because of the rooftop but it was under construction so disappointed and the rooms need updating as the bedroom has old carpet but staff was great!,"March 22, 2025",22,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The hotel's staff were top-notch, providing fantastic service. The facilities were superb, and the room was spacious and clean. We had a comfortable sleep in the well-maintained room with hot water in the bathroom.
Overall, it was a wonderful experience.","March 21, 2025",21,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,I had a fabulous stay here. That was a last minute booking because my flight was canceled and the staff went the extra mile to help me in a very stressful moment. Thank you! A special note for breakfast that was totally suitable for Europeans and vegan/vegetarian friendly.,"March 21, 2025",21,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Stay for one night, the experience is great, room is spacious , clean and more than I expected. Gym room is great with a staff assist, breakfast is great with a lot of choices.","March 20, 2025",20,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Good location. Nice rooms . Well priced,"March 19, 2025",19,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Me and my wife spent a couple nights who both had a lovely time. The staff were very friendly and accommodating, and we would definitely stay here in the future.","March 18, 2025",18,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The staffs are friendly, the room is very clean and facility is good. 
We will come back to stay again.","March 18, 2025",18,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"big room, beautiful view and amazing breakfast options, good swimming pool, gym steam and sauna.","March 18, 2025",18,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Third time staying at JC Kevin, and year to year the value for money keeps decreasing. The hotel would profit from a few renovations and new furniture as well as deep cleaning.
The staff is lovely and helpful, location is fine, but the hotel is on the very low end of 4 stars","March 17, 2025",17,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Overall experience is really nice. Staff is very respectful and can communicate well in english, lobby smell is so great. 

One thing to correct and can be improved is do regular pest control specifically in bathroom. But nothing to be alarmed. Just something to be improved. 

But all I can say is my stay went really good, I enjoyed Thailand because of the hotel as well.","March 17, 2025",17,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Clean and quiet,"March 11, 2025",11,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"As much as i love our stay at the hotel both my wife and I caught a severe sinusitis from the dry and probably dirty air-conditioning. During our first night we woke up the next day with severely dried eyes, nose and throat non stop sneezing and worsen the following nights. 1st-2nd day we did not go out since cebu pacific lost our baggages.  Up until now we still have sinus infection and my head is hurting. Common problems with centralized aircon. Please make sure you guys maintain it or else your guest will suffer","March 10, 2025",10,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,I enjoyed my stay here,"March 08, 2025",8,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Good staff.  Nice location but road works makes it way off to reach.  Lacks eateries and night-markets facilities in the immediate vicinity.  Have to catch Taxi or Grab to go anywhere from there. 
Otherwise, its good.","March 08, 2025",8,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We stayed at JC Kevin for 5 nights and was a overall good stay, breakfast was OK (could have been better with more options) location is very good where Asiatique Market / Icon siam and Central Bangkok are nearby so definitely nice location 

Would expect them to refurbish rooms and improve the breakfast!","March 08, 2025",8,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The hotel is great. However, you might face issues if you are vegan. The breakfast menu does not have vegan friendly options","March 07, 2025",7,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"El hotel es perfecto. Desde la recepción hasta la habitación. Todo súper limpio, espacioso, camas cómodas, todo súper bien. La piscina también muy linda. El desayuno súper completo y todo de calidad.
Sin dudas volvería a alojarme ahí","March 07, 2025",7,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Overall, it was a nice hotel. However, I have noticed that the first time we enter the room it smells smoke. But after a day it is better. Also, there is a small part of the glass window that you can see outside and 'might' be able to see you. I'm really not sure but quite uncomfortable. And the sad thing is the zoom sky bar is under renovation when we visit.","March 07, 2025",7,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The rooms are large, and clean and the showers get hot with great pressure.  
The pool is nice, and the saunas are amazing.  
Added touch is the front desk sending up as much water and coffee as you like, especially since the water is not drinkable in Thailand.
Downside, is the tv.  No English channels/movies","March 05, 2025",5,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"All in all great experience, only downside was there wasn’t a really good variety for the breakfast and the hallways were extremely hot. The morning when checking out we had to wait about 25 minutes to find an elevator that wasn’t filled in order to get down.
But all in all great experience.","March 05, 2025",5,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"This hotel has seen better days.
The whole hotel has wear and tear.
Its a cheap ""no name"" 5*, we are paying under 70€ per night, breakfast included. For that price it's pretty good. 
I was hoping for better, but not too surprised.
Its a ""off brand"" 5* so it doesn't have to live upto the standards of big chains. 
If you are expecting a luxury 5* experience and think you struck gold here, you are wrong. this is not for you. 
Go to a brand chain, even if its a 4* brand chain. 
If you are not that fussed about the small things this is a budget friendly higher end place. 
I saw some people reviewed the bedding was torn, ours was brand new, so some improvements are happening. 

Seeing the room it looked familiar, when I saw the pool area, it dawned on me I had been here before.

This used to be Radisson blu. I was here in 2010.

This was 15 years ago.... I loved the hotel back then, it was one of my first upscale 5* hotel experiences.

The room is exactly the same as back then, same furniture and everything. 
So it brought back memories, which was nice.

But everything has seen the 15 years of wear and tear. 

I think the staff are doing their best to keep the standards high, But if the owner doesn't want to refurbish the hotel, there is only so much that can be done. 

What I really liked, was there were a lot of young people here, having their first ""5*"" experience. It was great to see how excited they were. 

Unfortunately the room had a moldy smell, I guess during covid there was no aircon running and no one was airing out the rooms. 
We have been airing out in the evening and it seems to help. 
Aircon circulates and cools of the air in the room, so need to shut of the aircon once in a while and air out. 

What I liked now, was the heat and water pressure in the shower, It was the best shower I have had in 3 months. 

Breakfast was good, it was hectic. Somehow some people's mentality gets extra visible at included meals. 

There were actually two tv's when I was here last time, one in the living room and one in the bedroom. Now there is only one. 
Have no idea how the one that is there now works, even with the instruction, laminated and placed beside.

All in all a good experience for the price.","March 05, 2025",5,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,See you around soon Thanks R.😎🔜,"March 04, 2025",4,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Really good,"March 02, 2025",2,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"This is our 4th stay in this hotel and quality went down.Again.
Stuff is ok, their service is ok but hotel facility and building as such needs repairs. There is water leakage in toilet, washbasin. Minibar is empty except 2 cans of local juice. In TV is working 3 out of 40 chanels. In lobby is big rollup with Rooftop bar promotion but the bar is under reconstruction.","March 02, 2025",2,March,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We loved the pool and gym, the rooms were nice and spacious. Breakfast had a great selection. We booked this as it was a five star, but the rooms weren’t modern enough  but this could in comparison to the European standard. The location is far away from a lot when it comes to walking, but with grab it was still fine and affordable","February 28, 2025",28,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,This was my 1st time staying in Bkk & I will stay here every time I come back to Bangkok! 10 out of 10,"February 27, 2025",27,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"방도 넓고 수영장, 헬스장도 크고 좋았어요!
가성비 좋은 호텔 추천!!","February 26, 2025",26,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I had high expectations of this hotel but was disappointed that we were given a room with 2 single beds and low floor. I had received email confirmation from Agoda during booking that my king size bed & high floor requests were sent to hotel. But hotel told me instead that the agent did not state in the booking. Hotel told me they are fully booked and that’s the last room available so we had no choice but to take it :(

The tv system in the room is terrible, keep buffering every 2 seconds as it’s conducted to a really slow internet box. Even local channels has difficulty to see. We had to call the technician up who couldn’t do anything and in the end we gave up and switched off totally after 5 mins of intermittent transmissions.

This  hotel is nowhere near a 4 or 5-star standard. Should not have booked a suite room here in view of the room size","February 26, 2025",26,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Super hôtel, propre et bien situé !","February 26, 2025",26,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Extremely overpriced.  TV situation was incredibly disappointing.  All pre recorded, looped, nonsense. when it wasn't constantly lagging and searching for a signal.  All ""movie"" channels except one didn't work.","February 25, 2025",25,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Front road traffic jam all the times..difficult to call taxi or grab..,"February 25, 2025",25,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,A must place to stay in Bangkok.,"February 25, 2025",25,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,A*,"February 23, 2025",23,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Very vibrant and buzzing place jam packed with visitors from all over the world. It is straight ten minute walk from the EXIT 3 of  Chong Nonsi BTS station pas the BRT line. You get the feeling of being in the middle of different activities. The facility is a bit old but well maintained.  Swimming pool is fantastic. Breakfast buffet has many choices.,"February 21, 2025",21,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The Sky Suite is extremely spacious and comfortable with a beautiful view over the city. The breakfast buffet offered a good variety of dishes, and service was excellent. Delicious dim sum available at the Chinese restaurant at top of the hotel.","February 20, 2025",20,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Very clean, staff were lovely and rooms were spacious","February 20, 2025",20,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Hotel is a little aged, but still in decent condition and with good facilities.  definitely good value for BKK.","February 19, 2025",19,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I had a great time with this hotel on my last trip, so I booked again. I was looking for the suite balcony room, but when I arrived, the staff downgraded my room to a twin balcony without being sorry and said it was Agoda's fault. So what was the point of booking the suite room with my boyfriend? We thought we would have a great time for our Valentine's date night, but we slept separately.  I thought I had booked the five-star hotel, but there was even no welcome drink, lol. I don't think I will go there again, but I still recommend it to somebody who needs a great place to sleep because the location was so good.","February 19, 2025",19,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The place looks good but in the room there was nothing, not even bath rob ,no bottle  opener,  asked room service for ice  it took 30 minutes to get & the service is not worthy. 
Very disappointed 😞","February 19, 2025",19,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"the staff is not friendly, the room smells musty, the curtains are dirty.","February 18, 2025",18,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"When i first booked this hotel, i saw a mixture of good and bad reviews which made me worried that my stay wasn’t going to be good. However, upon arrival, everything went really well. The staff were really really kind and helpful, my room was very clean and spacious. Had a problem with the toilet flush which was almost immediately solved upon calling the reception. I do not have any complaints, really enjoyed my stay here! Would definitely come back.","February 18, 2025",18,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I had an amazing experience at this hotel. The rooms were spacious, beautifully designed, and offered breathtaking views. The staff was incredibly attentive, always ready to assist with a smile. The amenities, including the pool and spa, made my stay even more enjoyable. Breakfast was delicious with a wide variety of options. Highly recommended for a relaxing and luxurious getaway!","February 17, 2025",17,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I check in the receptionist give me a room that not like a picture telling me my room is not ready, so i check the room and its not like a picture and a bit dark because not enough window. So i said I wait and it was 15.00. Finally in 10 minutes the room is ready and I got same room like in the pictures of my booking. I guess the receptionist is just try to give me small and more ugly room. I stay there for 6 days. The room is nice and clean I am happy but I wont be happy if I accept the first room that they give me saying higher floor 12. Actually I got room at 19 floor so strange why dont they give me my room at the picture at the first place.","February 17, 2025",17,February,2025
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I booked a suite for 2 nights. The staff is very friendly and helpful. 
The room are well decorated and clean. Breakfast is good, many choices.
Parkingspace is (very) small for SUV's.","February 17, 2025",17,February,2025
