Hotel Name,Rating,Review,sentence,sentiment_score_1,sentiment_score_2,sentiment_score_3,sentiment_score_4,sentiment_score_5,weighted_sentiment,classification_label
Zenith Hotel Putrajaya,5 stars out of 5,"Had a short stay of one night due to an emergency situation at home. The accommodation itself was nice. No major issues except the provision for shower gel could have been better. One miserable tiny cheap bottle of shower gel did not cut it for a hotel with a nice view of the Putrajaya lake. The rickety chaise lounge needed some TLC too. But the biggest disappointment was the F & B. Food was terrible. Not tasty at all. But the restaurant had a very  nice view of the lake. This was a major let down. Imagine if you just want to enjoy the hotel and stay in or simply want to dine in. This is the place to avoid for the food. I ordered nasi goreng, alio oglio, seafood hor fun and chicken tenders with some chilli dip. Imagine - only the chicken tenders (which is finger food as straight from frozen packets) was OK. The chilli dip was good. That was it. The rest was tasteless and for that you need to pay close to RM450 for 4 pax meal. In my view, its not even worth RM50 of any customer's money. Thats an honest review. If the food improves by 200% or more, I would not repeat a stay. Even if I had to stay here, I will never set foot on the restaurant again. I really hope the restaurant improves so as not to let such a nice place go to waste.",One miserable tiny cheap bottle of shower gel did not cut it for a hotel with a nice view of the Putrajaya lake,0.6076,0.3049,0.0731,0.0103,0.0041,1.4985,2e_1
Zenith Hotel Putrajaya,5 stars out of 5,"I enjoyed my stay of 1 week. Good size room . Central location with great views of lake , bridge and mosque.","Central location with great views of lake , bridge and mosque",0.0083,0.0121,0.072,0.4095,0.498,4.3769,3d_2
Zenith Hotel Putrajaya,5 stars out of 5,"Bilik penginapan sangat selesa dan lokasi hotel sangat strategik. Terletak tidak jauh drpd Masjid Putra dan beberapa premis kerajaan. 

Staf Concierge sangat membantu dan memudahkan urusan pelanggan. Terima kasih banyak. Cuma staf reception tidak memberikan kerjasama walaupun selepas 2 kali telefon untuk dapatkan towel tambahan. Semasa telefon staf janji untuk maklumlan kpd staf berkaitan untuk hantar tapi sehingga kami check out towel masih tak diterima. 

Secara keseluruhan sangat berbaloi & selesa menginap disini dan boleh dipertimbangkan untuk menginap lagi  .",Staf Concierge sangat membantu dan memudahkan urusan pelanggan,0.0063,0.0078,0.073,0.3921,0.5208,4.4132,4i
Zenith Hotel Putrajaya,5 stars out of 5,"saya bermalam selama satu mlm shj,tgk review ada yg bagi 1 bintang ,pelik..bila saya sampai lokasi ok..parking ok,staf ok,bilik ok...cuma sedikit sahaja..carpet didalam bilik tak vacum..ada la kekotoran sedikit..itu shj..yg lain ok...","parking ok,staf ok,bilik ok",0.0099,0.0407,0.5009,0.3361,0.1124,3.5005,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Semua ok. Staff friendly no doubt. Cuma Maybe boleh upgrade on the parking charge. For those staying, just link the tng card with ..xtau la nk ckp sbb bukan bidang tp even dah proceed to counter utk waive the parking fee, but still kena byr. Just my 2cents 🙏🏻",Cuma Maybe boleh upgrade on the parking charge,0.1496,0.2305,0.3741,0.1846,0.0612,2.7772,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Semua ok. Staff friendly no doubt. Cuma Maybe boleh upgrade on the parking charge. For those staying, just link the tng card with ..xtau la nk ckp sbb bukan bidang tp even dah proceed to counter utk waive the parking fee, but still kena byr. Just my 2cents 🙏🏻","xtau la nk ckp sbb bukan bidang tp even dah proceed to counter utk waive the parking fee, but still kena byr",0.3685,0.2754,0.2534,0.0739,0.0288,2.1191,4j
Zenith Hotel Putrajaya,5 stars out of 5,Our stay was fantastic with top-notch facilities and superb location near Putra Mosque. Staff were very helpful and friendly. Cleanliness was good overall and parking was convenient. Food served in sahur buffet was delicious. A highly recommended hotel for great holiday.,Cleanliness was good overall and parking was convenient,0.0029,0.0085,0.1701,0.6108,0.2076,4.0115,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Stayed for one night during Ramadan.  We got the lake view room and its really beautiful. I really love the room layout in which the sink is outside the shower, and the shower /bathtub is separated from the toilet. At least the parents won't need to hold it in when the kids bathe in the bathtub for too long!","I really love the room layout in which the sink is outside the shower, and the shower /bathtub is separated from the toilet",0.0022,0.005,0.036,0.4043,0.5526,4.5002,2e_1
Zenith Hotel Putrajaya,5 stars out of 5,"This is our second time staying here for a short getaway.  Check in and check out process was very smooth, probably less guests stay during Ramadan. Last year we had to wait about 2hours for our rooms to be ready due to high demand.

We love the spacious room and bathroom. The day and night view from the room is spectacular.  

We came during Ramadan, so adults went for suhoor and kids go for the usual breakfast. Options for suhoor is less than what was served during breakfast. I think the spread should be the same for both as we are paying the same amount. Nonetheless, we are still satisfied with what we've paid for as the food was delicious and there were variety of options.

My mother also tried their spa, and she enjoyed it as the therapist is well experienced.

Overall, we recommend this place for those with young kids and senior citizens.","Overall, we recommend this place for those with young kids and senior citizens",0.0031,0.0073,0.1878,0.5871,0.2147,4.0029,7a
Zenith Hotel Putrajaya,5 stars out of 5,"The property's central location made it easy to explore the area. The cleanliness of the rooms was top-notch, and the staff were incredibly friendly and helpful. The facilities were impressive, especially the tranquil garden and convenient parking. Overall, a wonderful stay with fantastic transport options and peaceful sleep quality.",The property's central location made it easy to explore the area,0.0137,0.0328,0.1943,0.4967,0.2625,3.9614,3d_2
Zenith Hotel Putrajaya,5 stars out of 5,"The property's central location made it easy to explore the area. The cleanliness of the rooms was top-notch, and the staff were incredibly friendly and helpful. The facilities were impressive, especially the tranquil garden and convenient parking. Overall, a wonderful stay with fantastic transport options and peaceful sleep quality.","The facilities were impressive, especially the tranquil garden and convenient parking",0.0035,0.007,0.0536,0.408,0.5279,4.4498,4j
Zenith Hotel Putrajaya,5 stars out of 5,"The property's central location made it easy to explore the area. The cleanliness of the rooms was top-notch, and the staff were incredibly friendly and helpful. The facilities were impressive, especially the tranquil garden and convenient parking. Overall, a wonderful stay with fantastic transport options and peaceful sleep quality.","Overall, a wonderful stay with fantastic transport options and peaceful sleep quality",0.0018,0.0022,0.0292,0.4042,0.5626,4.5235,3a_1
Zenith Hotel Putrajaya,5 stars out of 5,"Zenith Hotel Putrajaya offers a comfortable and enjoyable staycation experience for families. The hotel has a warm and welcoming atmosphere, with friendly and attentive staff. They offer a variety of spacious and well-appointed rooms to suit families of all sizes. Dining options are plentiful, with choices suitable for children. The hotel is conveniently located near family-friendly attractions in Putrajaya. Amenities include a swimming pool, fitness center, and spa.","Amenities include a swimming pool, fitness center, and spa",0.0119,0.0184,0.1349,0.4693,0.3655,4.1581,6b_1
Zenith Hotel Putrajaya,5 stars out of 5,"Layanan staf bagus, parking kereta luas dan memuaskan, bilik yang bersih dan sangat selesa, makanan pun best..","Layanan staf bagus, parking kereta luas dan memuaskan, bilik yang bersih dan sangat selesa, makanan pun best",0.003,0.0069,0.0727,0.3799,0.5375,4.442,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Everything about this hotel was great except on couple of things, they lacked cleanliness,  the bathroom seats were flimsy and the drain was clogged.  Parking space too was limited, so if you're driving to stay on weekends or during events you may struggle to find space to park your vehicle. 

Otherwise, we had a fantastic view of the Putrajaya Masjid and the Prime Minister's Office building overlooking across the lake. They also had a reasonable breakfast buffet selection with a great ambience. 

If they can improve on the cleanliness and housekeeping, they're good to go in my opinion.","Parking space too was limited, so if you're driving to stay on weekends or during events you may struggle to find space to park your vehicle",0.0861,0.2885,0.4516,0.1475,0.0263,2.7395,4j
Zenith Hotel Putrajaya,5 stars out of 5,"When arrive we put down our lagguage and the bell boy collected our luggage. The as we park our car i was blocked by 4x4 as then parking access is tight, for us normal saloon car is just fine. Parking is cashless and free as we validate our card from front desk. The check in process is not coordinated properly as there is no queue system. Is like who come first then check in. Each room has bath tub. We were only allow 2 water bottles although there are 3 of us include our 11 yr old. The rooms and bed are all good and place quiet. We went for chinese restaurant for dinner and lunch. It was good but come with a price tag","The as we park our car i was blocked by 4x4 as then parking access is tight, for us normal saloon car is just fine",0.0555,0.1641,0.3866,0.2781,0.1157,3.2346,4j
Zenith Hotel Putrajaya,5 stars out of 5,"When arrive we put down our lagguage and the bell boy collected our luggage. The as we park our car i was blocked by 4x4 as then parking access is tight, for us normal saloon car is just fine. Parking is cashless and free as we validate our card from front desk. The check in process is not coordinated properly as there is no queue system. Is like who come first then check in. Each room has bath tub. We were only allow 2 water bottles although there are 3 of us include our 11 yr old. The rooms and bed are all good and place quiet. We went for chinese restaurant for dinner and lunch. It was good but come with a price tag",Parking is cashless and free as we validate our card from front desk,0.0316,0.0305,0.1045,0.342,0.4913,4.231,4j
Zenith Hotel Putrajaya,5 stars out of 5,Stayed for 3 days. Amazing service. Great breakfast with lots of food variety. Room is super clean. New sheets and condiments everyday unless you request to not clean the room. Bed is very comfy and soft. Parking is ready available and free for hotel guests. There a gym and spa and swimming pool. Very nice view of the lake from my room. Food is somewhat available but you have to drive out to find what you want. Pretty calm and chill place to stay. Would definitely recommend and repeat my stay in the future.,Parking is ready available and free for hotel guests,0.0061,0.0096,0.1065,0.4403,0.4375,4.2935,4j
Zenith Hotel Putrajaya,5 stars out of 5,Stayed for 3 days. Amazing service. Great breakfast with lots of food variety. Room is super clean. New sheets and condiments everyday unless you request to not clean the room. Bed is very comfy and soft. Parking is ready available and free for hotel guests. There a gym and spa and swimming pool. Very nice view of the lake from my room. Food is somewhat available but you have to drive out to find what you want. Pretty calm and chill place to stay. Would definitely recommend and repeat my stay in the future.,There a gym and spa and swimming pool,0.0295,0.0415,0.1697,0.3988,0.3605,4.0192,6b_1
Zenith Hotel Putrajaya,5 stars out of 5,Stayed for 3 days. Amazing service. Great breakfast with lots of food variety. Room is super clean. New sheets and condiments everyday unless you request to not clean the room. Bed is very comfy and soft. Parking is ready available and free for hotel guests. There a gym and spa and swimming pool. Very nice view of the lake from my room. Food is somewhat available but you have to drive out to find what you want. Pretty calm and chill place to stay. Would definitely recommend and repeat my stay in the future.,There a gym and spa and swimming pool,0.0295,0.0415,0.1697,0.3988,0.3605,4.0192,6d_1
Zenith Hotel Putrajaya,5 stars out of 5,"I recently stayed at Zenith Putrajaya in a Deluxe King Room, and overall, my experience was a mix of positives and areas for improvement.

Starting with the location, it’s fantastic. It’s right next to a water taxi stop, which makes for a lovely and convenient way to explore the area after breakfast. The ambiance and decor of the hotel are nice, and the room itself is fairly soundproof, which was a big plus for me. The bed and pillows were very comfortable, ensuring a good night's sleep.

However, I was a bit disappointed with the cleanliness of the room. I noticed yellowish stains in the toilet, which seemed like they hadn't been scrubbed in a while. Additionally, there were hairs left by previous guests on the floor, and the furniture was quite dusty. For a hotel of this caliber, I was expecting better attention to detail in this area.

The check-in and check-out process went smoothly, but the counter for check-in felt a bit cramped. There are four counters overall, so it didn’t take long, but it could be more spacious. Some of the staff were friendly, but others didn't provide the warmest service, which was a bit inconsistent.

Parking is another thing to keep in mind. It was quite limited during my stay because there was a running event happening nearby. This made finding a parking spot a bit tricky, so I recommend arriving early if you're driving.

As for the breakfast, the buffet was a bit underwhelming in terms of variety. The nasi lemak sambal, in particular, was quite disappointing. The overall selection was decent but not spectacular.

Despite the cleanliness issues, limited parking, and some mixed staff interactions, I would still recommend this hotel due to its excellent location and comfortable room. With some improvements in cleanliness and service, it could easily be a top-tier option in the area.","It’s right next to a water taxi stop, which makes for a lovely and convenient way to explore the area after breakfast",0.0031,0.0058,0.0755,0.5181,0.3974,4.3009,3f
Zenith Hotel Putrajaya,5 stars out of 5,"I recently stayed at Zenith Putrajaya in a Deluxe King Room, and overall, my experience was a mix of positives and areas for improvement.

Starting with the location, it’s fantastic. It’s right next to a water taxi stop, which makes for a lovely and convenient way to explore the area after breakfast. The ambiance and decor of the hotel are nice, and the room itself is fairly soundproof, which was a big plus for me. The bed and pillows were very comfortable, ensuring a good night's sleep.

However, I was a bit disappointed with the cleanliness of the room. I noticed yellowish stains in the toilet, which seemed like they hadn't been scrubbed in a while. Additionally, there were hairs left by previous guests on the floor, and the furniture was quite dusty. For a hotel of this caliber, I was expecting better attention to detail in this area.

The check-in and check-out process went smoothly, but the counter for check-in felt a bit cramped. There are four counters overall, so it didn’t take long, but it could be more spacious. Some of the staff were friendly, but others didn't provide the warmest service, which was a bit inconsistent.

Parking is another thing to keep in mind. It was quite limited during my stay because there was a running event happening nearby. This made finding a parking spot a bit tricky, so I recommend arriving early if you're driving.

As for the breakfast, the buffet was a bit underwhelming in terms of variety. The nasi lemak sambal, in particular, was quite disappointing. The overall selection was decent but not spectacular.

Despite the cleanliness issues, limited parking, and some mixed staff interactions, I would still recommend this hotel due to its excellent location and comfortable room. With some improvements in cleanliness and service, it could easily be a top-tier option in the area.",Parking is another thing to keep in mind,0.0218,0.0427,0.221,0.4164,0.2981,3.9262,4j
Zenith Hotel Putrajaya,5 stars out of 5,"I recently stayed at Zenith Putrajaya in a Deluxe King Room, and overall, my experience was a mix of positives and areas for improvement.

Starting with the location, it’s fantastic. It’s right next to a water taxi stop, which makes for a lovely and convenient way to explore the area after breakfast. The ambiance and decor of the hotel are nice, and the room itself is fairly soundproof, which was a big plus for me. The bed and pillows were very comfortable, ensuring a good night's sleep.

However, I was a bit disappointed with the cleanliness of the room. I noticed yellowish stains in the toilet, which seemed like they hadn't been scrubbed in a while. Additionally, there were hairs left by previous guests on the floor, and the furniture was quite dusty. For a hotel of this caliber, I was expecting better attention to detail in this area.

The check-in and check-out process went smoothly, but the counter for check-in felt a bit cramped. There are four counters overall, so it didn’t take long, but it could be more spacious. Some of the staff were friendly, but others didn't provide the warmest service, which was a bit inconsistent.

Parking is another thing to keep in mind. It was quite limited during my stay because there was a running event happening nearby. This made finding a parking spot a bit tricky, so I recommend arriving early if you're driving.

As for the breakfast, the buffet was a bit underwhelming in terms of variety. The nasi lemak sambal, in particular, was quite disappointing. The overall selection was decent but not spectacular.

Despite the cleanliness issues, limited parking, and some mixed staff interactions, I would still recommend this hotel due to its excellent location and comfortable room. With some improvements in cleanliness and service, it could easily be a top-tier option in the area.","This made finding a parking spot a bit tricky, so I recommend arriving early if you're driving",0.004,0.0168,0.2281,0.5818,0.1692,3.8955,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Only when first check in, my daughter told me that the room is a little bit smells...but after we turn on the air conditioning that smell getting less",but after we turn on the air conditioning that smell getting less,0.0655,0.2735,0.5145,0.1284,0.0181,2.7601,4f
Zenith Hotel Putrajaya,5 stars out of 5,Parking mudah. Bersih.,Parking mudah,0.033,0.0509,0.1714,0.3675,0.3772,4.005,4j
Zenith Hotel Putrajaya,5 stars out of 5,"Great stay at Zenith. Room was clean and spacious, breakfast was wonderful and can enjoy the view while eating.  Checkin was quick, basement parking spaces are quite limited during peak seasons but valet is available.","Checkin was quick, basement parking spaces are quite limited during peak seasons but valet is available",0.0087,0.0477,0.3799,0.4768,0.0868,3.5852,4j
Zenith Hotel Putrajaya,5 stars out of 5,"The registration process went smoothly. There weren't many people at the counter. By 2 p.m, we were able to enter the room. The room was spacious and comfortable. The pillow was also comfortable. The water pressure in the shower was strong. Other facilities were complete, though when we checked in, a spoon wasn’t provided. Everything else was okay. We had time for lunch at 'The Dining Room',  the seafood cheezy pizza and finger sandwiches were delicious. The view of the lake and mosque outside the window is very calming.",The pillow was also comfortable,0.0166,0.0397,0.1772,0.4458,0.3207,4.0146,4e
Zenith Hotel Putrajaya,5 stars out of 5,"The registration process went smoothly. There weren't many people at the counter. By 2 p.m, we were able to enter the room. The room was spacious and comfortable. The pillow was also comfortable. The water pressure in the shower was strong. Other facilities were complete, though when we checked in, a spoon wasn’t provided. Everything else was okay. We had time for lunch at 'The Dining Room',  the seafood cheezy pizza and finger sandwiches were delicious. The view of the lake and mosque outside the window is very calming.",The water pressure in the shower was strong,0.0421,0.115,0.2925,0.3656,0.1848,3.5359,2e_1
Zenith Hotel Putrajaya,5 stars out of 5,"Makanan sgt tidak memuaskan, boleh dikatakan tiada rasa.. dan harga sgt mahal... Staft tidak beri maklumat yg betul parking rm 23 burn... Pool yg kecil... Aircond kurang sejuk..",Staft tidak beri maklumat yg betul parking rm 23 burn,0.4846,0.2554,0.1829,0.0492,0.0278,1.8802,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Love the compliment cake given by the hotel. The staff was friendly. The breakfast need to be improve. Nevertherless, everything find for me. Will suggest the hotel for those love to go to PBAKL next time. Sastify with the parking.",Sastify with the parking,0.035,0.0495,0.1631,0.374,0.3785,4.0114,4j
