city,hotel,rating,review
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"We spent three nights at the Novotel in total. 
The staff were wonderful, very helpful and polite. They even remembered us the second time we stayed.  
The rooms were spacious, clean and had everything we needed. 
Very convenient for the new metro system as Aiport Rd station is directly outside."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Worst services
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Such a modern and clean hotel with the best food I had. Food was even better than tajmahal palace
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good hotel. I would like express big thanks to Ms. Subhani especially DJ Swastic at 12th floor Bar. Best wishes all
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,We had a lovely experience at Novotel Mumbai. Very clean and staff very accommodating. We arrived a few hours before checkin due to our flight arrival time and the staff were very friendly and got our room ready and available earlier than checkin so we didn’t have  to hang about waiting for the room. Gym facilities were great and location was perfect as close to the airport and also easily accessible to other areas of Mumbai.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Very convenient location, close to airport and Metro (it's the next door). Rooms are big and good view from the rooms.

Staff are polite and helpful as per your needs.

Thank you to Saurabh, Youna, Dheeraj and Raju for taking special care and helping us to assist our special requests."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,It's best in all very clean and clear world class
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,It's NOVOTEL ......that's it 👍
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Hardly spent 2 full nights however checkin process was easy, app can unlock doors or access elevators was cool. Didn't much interact with housekeeping . Lobby staff and security were welcoming . A classy stay"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Pleasant experience with no complaints with the hotel.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Very nice hotel best service
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Very good.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Very disappointed with the housekeeping services
The staff at Reception and other staff members in the restaurant 
The service was not up to the mark
The staff dint speak courteously amongst each other how can one expect them to be in the hospitality industry and serve clients  to their satisfaction so that they visit again,"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good for business traveller
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good location easy to approach public transportation. Clean and convenience hotel
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"A convenient location close to the airport, friendly and professional staff, various and convenient facilities, and clean accommodations make it an overall cost-effective place to stay.

It seems suitable for various people, including those on business trips and travel."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Excellent Stay
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Excellent Stay.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"The breakfast buffet was not as lavish as Delhi Aerocity novotel neither the hotel size. But overall, typical nice and comfortable Novotel stay."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,It's top notch in every thing. Fabulous and laxurios
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Brand new, excellent service, close to airport"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,The rooms are clean and big. The breakfast choices is wide and taste great.  It is conveniently located near the airport around 5 to 10 mins drive depending on traffic. It has a metro beside it but there is no disturbance.  It is value for money and I will chose and stay here again.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"It was a decent and comfortable stay at hotel.
There are some improvement areas esp in the the food department - the taste/quality was less than average. But other than that there were no issues."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I had a very comfortable stay at the hotel. Every minor detail was taken care of. The staff is friendly, courteous and very helpful. The rooms are super clean and well maintained. Security is given a great deal of importance and put my mind at ease as a solo female traveller. Food is excellent, held to a very high standard and they always offer you with an elaborate spread no matter what you order. Highly recommend Novotel, Mumbai."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Located at Airport Road Metro Station, this Novotel property is relatively quite new and wonderfully done. The property is very near to the airport and the interiors as well are very modern."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"The hotel is brand new with marble all over.   Spacious and comfortable.    The staff is what makes the place exceptional.  From the reception, dinning room and porters they all were focused on giving the guest an exceptional experience.  This hotel deserves a FIVE star hotel rating.    You are staying at 5 star value but pay 3 star price"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,I WAS BOOKING SMOKING ROOM AND WHEN I WAS ENTER IN PROPERTY AND CHECK IN TIME HOTEL STAFF WAS TOLD IN OUR PROPERTY NO SMOKING OUR PROPERTY IS FULLY NON SMOKING PROPERTTY BUT WHENEVER I WAS BOOK BY AGODA IN THIS APP SHOWING ROOM IS SMOKING AVAILBLE AND ALSO STAFF BEHAVIOUR IS VERY RUDE ALSO MANAGER
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"We had an amazing time here. Staff is very friendly, great location. Food needs a bit of improvement."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Spacious, bright and very clean room. Excellent house keeping by Hussain. Excellent breakfast service by Nikhil and Priyal. Definitely will be here again when in Mumbai."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Joshua was wonderful to give us the full support for our late flights and also taxi service to travel around. lovely rooftop bar too with nice waitress.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"ive been stayed in different novotel, and yes similarities and differences are there, yet one thing that Novotel andheri east(near mumbai airport) different from other hotels are the people,  the staff will make you comfortable in every needs, specially to lobby manager named Tejal, who corrected some of my reservations, and also to the chef at gourmet restaurant, chef Soraj, who made the food in my all means, he made it possible just to meet my needs. thank you chef."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,k
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Very good
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,All OK
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Needed to just stay for a few hours

Quick check in and check out"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Nice property Nice location supab food & facilities
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I loved this hotel!  There is a lovely rooftop infinity pool and the fitness room has a city view with big windows.  The music is a bit too loud in the restaurant so I chose to eat in my room, but the decor in the restaurant looked lovely. Excellent, attentive and kind staff.  Spotlessly clean and you can't beat the location: 5 min from T2 International terminal BOM."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Had a great stay at this hotel. Rohan at the front desk was very helpful and made the check in process very easy and accommodated all my request.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Friendly staff, good food, great location, love this place"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Great hotel and did a beautiful deco for our Birthday. Really Appreciate the hotel staff. Will definitely come back.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good Hotel however a non smoking hotel completely
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Clean and good location
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Novotel stays would always be perfect.  Nothing to complain of.  Novotel staff ensure every single aspect of hospitality is effectively practiced so the guests witness the 5-star experience.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I stayed on 1st April. The hotel is sparklingly clean and the staffs are super kind.
One glitch was in the food which was managed extremely well by the staffs.

Second stay was from 13th to 17th April.
Again, everything was smooth. But I believe there is a lack of communication between staffs. You need to fix that. I was supposed to get 20% on food and beverages but nothing like that was given even after said that we are allocated the 20% on every food we order from the restaurant. Neither a reimbursement was made. 
And again, there was a major glitch in the food which I don't want to mention.

A 5 star hotel cannot do such mistakes. It's horrible as we are paying a huge sum of money to stay there.

One thing was good that the restaurant in charge as well as the chef came personally to the room to apologize and they provided some desserts which we didn't take as we were not craving for free things but to get the high standards we paid for specially for the food.

Overall, the stay was excellent. I loved the cleanliness.
Some people have commented that they see slums nearby and people just keep staring at them. I will deny this. To me, seeing those slums (small houses) made me feel more humble. We are all humans. Having some compassion in the heart is always good for every kind of people.

I will definitely stay in the hotel next time provided the restaurant staff make sure they don't repeat such a horrible mistake 3rd time with us."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Top notch service, improved by a well maintained facility. I could almost live there!"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Need to provide a king size bed if u have an infant the bed is not sufficient 
Rest the hotel is newly opened 
Loved the service 
Need to have more variety in breakfast"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Best stay in mumbai. The room was as shown in the picture. It was veryy clean and highly maintained. We had an amazing stay. I highly recommend this hotel as the location is close to mumbai airport.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Although it had been requested to Agoda, luckily hotel arranged an immediate pick-up, after called hotel directly."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"The hotel was impeccable. Though there has been a glitch in between, nevertheless the staffs handled it very much professionally. Clean and remarkable. Worth the money for sure. Looking to stay there soon."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Clean and friendly staff..
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"well maintained hotel, good food"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Definitely good location, friendly staff. Felt safe as a female solo traveller. Will be back again due to the accessibility and how close it is from the airport."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,everything good
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Everything was beyond our expectations.Friendly staff clean hotel ,our suite was so comfortable and spacious...felt like alittle apartment.Breakfast packs were prepared for us with such pleasure as our flight was very early in the morning.Bed was very comfortable.Bathroomvery spacious .We thoroughly enjoyed our stay at Novotel Mumbai International hotel."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Food n Spa&Massage discount
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I wish all hotels were this beautiful and new, where the customer service from staff was 10/10. I will always want to stay here and I wish I could have stayed longer. Amazing hospitality, and the rooms were new and clean. The bathroom was really nice too. Don’t book any other airport hotel but this one. It was the best."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Loved everything, the staff is super polite!"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,It's the first visit and impressed with the hotel.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"The staff was most helpful. They accommodated us with an early checkin and late checkout at no charge.  
Rooms are soundproof, great pool, excellent breakfast. 
Clean rooms and great beds. 
Overall a really good experience."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Service received made me feel so valued. Amazing interiors. Staff were ever so polite. Had an absolutely brilliant stay! Would definitely recommend to anyone.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,New Hotel. V Clean Rooms. Food quality is just excellent. Hotel staff is very accomodating of all guest requests. The culinary department is remarkable. A bit of delays during check in and check out. Other than that its an excellent place to stay. Highly recommend.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good stay..good breakfast however there could be improvement in lunch
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Excellent
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,More than anything else - the staff are really great from front desk to restaurant to housekeeping. Doing their specific roles well.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Room Service Apps not user friendly,  has room to improve"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Foods prices are at the high side.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I usually avoid Juhu Novatal because they keep Ac to high and can't control the same. Also check in and check out takes time as well. 

But Anderi Novatal has changed my entire past experience they've awesome hospitality with very supportive staff. 
No issues with Ac and room's are superb clean and fully self contained.  
I'm not happy with the Bar Manager he is sick with have high attitude problem and not polite with Man's which is on 12 floor . But we can ignore him please use downstairs Bar Area if you are looking for soft dinning.

This please is value for money"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Brand new and modern hotel close to the airport.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Very closely situated near the airport, this newly opened hotel of Accor group is a class of its own. Quite a spacious one considering the space constraint in Mumbai, the rooms were elegant and the stay fantastic....the restaurant in the first floor was quite tasty, though priced a bit expensive.."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,I stay here for 3 night .it was very wonderful days and the staff is very nice and cooerative
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"We stayed there for 1 day but it was a unique and pleasant experience. Thank you, everyone."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"We were staying just for a night and are sure we will be back to Novotel soon! Highly recommended for their warm, supportive and hugely cooperative staff!"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Food is rubbish. The facilities are dilapidated. There is nothing pleasant about this hotel stay. Please look for other options for the price point they charge, which is not less by any means"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Excellent decor! Comfortable beds .  Great bathroom and shower.  Easy access to malls and airport.  Metro station at the location.  
Staff were excellent, but may take a little long with service.  Room service for in room dining is very slow and the costs of food is ridiculous! Meals are not really worth the cost, both with regards to taste and quantity.  Presentation however is great"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Bon plan, service très agréable"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Guter Pool, leckeres Frühstück, tolle große Zimmer.
Lage direkt an der Metro ist perfekt um schnell weiterzukommen.

Leckere Restaurants und Streetfood nur 500 Meter weg."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Zeer fijn hotel, met vriendelijk personeel."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"アゴダサイトで二名と選択したにも関わらず、間違って一名と予約されており
もう一名分追加でとられた。足元の二名料金は予約した価格よりも安く、残念だった"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"初めてのインドで人の多さや車のクラクションと割込みに疲れ果ててもこのホテルで癒やされました。
到着も出発も深夜でしたので大変便利でした。"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,I could not sleep because of noisy .
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Decent hotel.
Like other hotels in Mumbai, price and quality don't match."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,it was nice place n fantastic room condition.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,airport close  but too north area
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Near airport, close to Metro, good services"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"깨끗합니다..
직원들도 친절하고 잘 관리가 되고 있습니다."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"If you are smoker, just make sure"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"If you are smoker, just make sure."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,من ارقى وأجمل الفنادق
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Service is good and material is new and good
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Very nice location just near the airport with few minutes drive. This hotel with good quality and condition room.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Great location and very good facilities hotel
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Stayed for new years and the staff was EXCEPTIONALLY helpful, corporative and very kind. 
Very clean, good food, great security. 

Highly recommend. 

Only con is the view from the room wasn’t great. Everything else was fantastic. 

I want to thank the entire staff for the amazing hospitality."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Not at all good hotel for stay
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Amazing experience.Warm welcome by the staff and great hospitality.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Worth the money
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"I loved my stay after having a very bad experience at courtyard Marriott. 
It was like a fresh breath of air after i checked in. The lady at the reception was quite good and friendly. She escorted us everywhere and kept asking if we needed something. 
The rooms were spacious and had a big sofa to lie down. The water bottles were also good in quantity. I loved their bhindi masala subzi from their menu. It was delicious. They even allowed Zomato food and served especially in my room as I was not well. I will definitely visit again in December
Gunjan"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Comfortable rooms and elaborative breakfast
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Stayed there for two nights. The rooms are spacious and clean. The bed was comfortable. The interiors are soothing. No noise of traffic. Close to the airport and metro station.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Amazing property
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Good place to stay near airport finest place
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Nice hotel, staff are very friendly nature,"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Very nice service was good 
Hotel is new 
Buffet need to be more spread as it’s a 4 star property 
Staff are very good"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"It’s good for being a value for money property to stay at. However, I feel that there are much better properties available in the vicinity for just some extra amount of tariff. 
There was a mention of both smoking and non-smoking room at Agoda while booking, however, when I checked-in, I was told that there is no smoking room in this hotel and the designated smoking area was also shut because of rains. I wanted to decorate the room for a friend’s birthday, but the management caused a lot of difficulties initially as they told me ‘outside decor items aren’t allowed’. The room was extremely beautiful with pretty good room service though. 

My overall rating - 7/10"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"My stay at the Novotel(Juhu Beach) Mumbai was a horrible experience from all angle,you need to revamp that class as that property is not being utilised to the maximum,regards"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Really nice property,clean and nice rooms and very helpful staff.last but not the least their pastries are delicious,if you are staying here do try some from their cafeteria downstairs."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,good hotel with decent facilties food was decent rooms were very hygenic overall good
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Very slow service. They took 1/2 hr to bring set of empty plates to the room
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Thank you Ganesh at the reception for your warm hospitality.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Phone app access lift and room is very convenient and user friendly. Overall good, clean and new hotel"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Good staff, good food"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Courteous staff, always available to help you out with a smile at any hour. Super clean and spacious rooms, lobby and eating areas. Breakfast has a lot of options but I would recommend working on the overall taste. Still not at par with the offerings by competitors."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Its a five star hotel. Need to food verity
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Nice ambience. May increase few food quality n taste . Clean and best. Offers displayed on outside were denied in resturant by captain. Mis coordination
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Very cozy rooms , good room size and breakfast spread is amazing . Staff is courteous and location is very nice and convenient"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"Ganesh at the reception was fantastic.
So the other staff right from the restaurant to the housekeeping guys .
They made out stay good"
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,"The hotel location made it easy to explore the city.  The driver, Ahmid, was pleasant and navigated the traffic of Mumbai with ease making our day out an wonderful experience.  The staff was friendly and helpful and the hotel facilities were excellent."
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,The hotel location made it easy for us to explore the city. The driver Ahmid was pleasant and navigated the Mumbai traffic with ease making our day out memorable. The hotel was clean with good facilities and the staff were friendly and helpful.
Mumbai,Novotel Mumbai International Airport,5 stars out of 5,Facilities were eminent and the entire crew was exceptionally efficient. Pleasant experience 🥰
